manufacturer,model,description,transmission,engineCapacityCc,fuelType,litresPer100kmUrban,litresPer100kmExtraUrban,litresPer100kmCombined,kgCO2PerKm,noiseLeveldBA,gCOPerKm,gHCPerKm,gNOxPerKm,gParticulatesPerKm,units,source
FORD,New Galaxy,2.8i CD-V6,A5,2792,Petrol,16.8,9.2,12.0,0.288,73.0,0.4,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
LEXUS,All Models,GS430,A5,4293,Petrol,17.3,9.4,12.3,0.296,71.0,0.112,0.041,0.051,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
LEXUS,All Models,LS430,A5,4293,Petrol,17.5,8.9,12.0,0.289,72.0,0.230,0.040,0.020,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Arosa,1.0 and S Models (50 bhp),M5,999,Petrol,7.8,4.7,5.8,0.139,73,0.209,0.071,0.025,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Arosa,1.4 Auto S (60 bhp),A4,1390,Petrol,10,6.1,7.5,0.180,74,0.395,0.066,0.011,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Arosa,1.4 16v Sport (100 bhp),M5,1390,Petrol,9.4,5.2,6.7,0.161,73.0,0.677,0.083,0.035,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza,1.4 Cool and S Models (60 bhp),M5,1390,Petrol,9,5.4,6.7,0.161,70,0.299,0.022,0.06,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza,1.6 Sport (101 bhp),M5,1590,Petrol,11,6.1,7.9,0.190,73,0.592,0.058,0.119,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Cordoba,1.4 16V Cool and S Models (75 bhp),M5,1390,Petrol,9.2,5.4,6.8,0.163,72,0.301,0.074,0.16,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Cordoba Vario,1.4 16V Cool and S Models (75 bhp),M5,1390,Petrol,9.1,5.4,6.8,0.163,73,0.301,0.074,0.16,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon,1.4 S (75 bhp),M5,1390,Petrol,9.1,5.5,6.8,0.163,72,0.121,0.04,0.074,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon,1.6 S (105 bhp),M5,1598,Petrol,9.6,5.7,7.1,0.170,71.0,0.353,0.061,0.032,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon,Sport and Cupra 1.8 20VT (180 bhp),M6,1781,Petrol,11.8,6.6,8.5,0.204,72,0.679,0.06,0.043,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Toledo,V5 (170 bhp),M5,2324,Petrol,12.5,6.7,8.8,0.211,73.0,0.460,0.058,0.048,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra,2.0 S (115 bhp),M6,1984,Petrol,13.0,7.6,9.6,0.230,74.0,0.814,0.067,0.070,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra,1.8 20V T S and SE Models (150 bhp),M6,1781,Petrol,13.1,7.4,9.5,0.228,74,0.545,0.061,0.017,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra,1.8 20V T SE Tiptronic (150 bhp),A5,1781,Petrol,14.5,8.4,10.6,0.254,70,0.348,0.091,0.05,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra,2.8 V6 Sport (204 bhp),M6,2792,Petrol,14.8,8.5,10.8,0.259,73.0,0.280,0.071,0.059,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatch,1.4 16V Classic and Comfort Models (75 bhp),M5,1390,Petrol,9.3,5.3,6.7,0.161,72,0.637,0.092,0.059,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatch,1.4 16V Classic and Elegance Models (100 bhp),M5,1390,Petrol,9.7,5.6,7.1,0.170,73,0.615,0.089,0.02,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatch,2.0 MPI Elegance (115 bhp),M5,1984,Petrol,11.1,5.9,7.8,0.187,74.0,0.634,0.055,0.046,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate,1.4 MPI Classic and Comfort Models (68 bhp),M5,1397,Petrol,9.8,5.6,7.2,0.173,72.0,0.772,0.084,0.049,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate,1.4 16V Classic and Comfort Models (75 bhp),M5,1390,Petrol,9.3,5.3,6.7,0.161,72,0.637,0.092,0.059,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate,1.4 16V Comfort and Elegance Models (100bhp),M5,1390,Petrol,9.7,5.6,7.1,0.170,73,0.615,0.089,0.02,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate,2.0 MPI Elegance (115 bhp),M5,1984,Petrol,11.2,6.0,7.9,0.190,72.0,0.634,0.055,0.046,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatch,1.4 16V Classic (75 bhp),M5,1390,Petrol,9.1,5.5,6.8,0.163,71,0.121,0.074,0.04,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatch,1.6 MPI Ambiente and Classic Models (102 bhp),M5,1595,Petrol,10.0,5.6,7.2,0.173,72.0,0.718,0.053,0.033,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatch,2.0 Elegance and Ambiente Models (115 bhp),M5,1984,Petrol,11.3,6.2,8.1,0.194,73,0.795,0.068,0.029,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatch,2.0 Elegance and Ambiente Models (115 bhp),A4,1984,Petrol,12.7,6.9,9,0.216,73,1.016,0.12,0.067,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatch,1.8 Turbo Elegance L and K Models (150 bhp),A4,1781,Petrol,12.9,7,9.1,0.218,71,0.775,0.051,0.026,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatch,1.8 Turbo Elegance L and K Models (150 bhp),M5,1781,Petrol,10.8,6.3,8,0.192,71,0.667,0.054,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Estate,1.6 MPI Ambiente and Classic Models (102 bhp),M5,1595,Petrol,10.0,5.6,7.2,0.173,72.0,0.718,0.053,0.033,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Estate,2.0 Elegance and Ambiente Models (115 bhp),M5,1984,Petrol,11.3,6.2,8.1,0.194,73,0.795,0.068,0.029,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Estate,2.0 Elegance and Ambiente Models (115 bhp),A4,1984,Petrol,12.7,6.9,9,0.216,73,1.016,0.12,0.067,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Estate,1.8 Turbo Elegance L + K Models (150 bhp),A4,1781,Petrol,13,7.1,9.2,0.221,71,0.775,0.051,0.026,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Estate,1.8 Turbo Elegance L + K Models (150 bhp),M5,1781,Petrol,10.8,6.3,8,0.192,71,0.667,0.054,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
TOYOTA,Avensis,1.8 VVT-i 4 door,M5,1794,Petrol,9.9,6.0,7.4,0.172,73.0,0.540,0.040,0.020,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
TOYOTA,Avensis,1.8 VVT-i 4 door CDX,M5,1794,Petrol,9.9,6.0,7.4,0.176,73.0,0.540,0.040,0.020,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
TOYOTA,Avensis,1.8 VVT-i 5 door,M5,1794,Petrol,9.9,6.0,7.4,0.176,73.0,0.540,0.040,0.020,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
TOYOTA,Avensis,1.8 VVT-i 4/5 door,A4,1794,Petrol,11.0,6.4,8.1,0.194,71.0,0.390,0.060,0.010,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
TOYOTA,Avensis,1.8 VVT-i 5 door CDX,A4,1794,Petrol,11.2,6.5,8.3,0.197,71.0,0.390,0.060,0.010,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
TOYOTA,Avensis,1.8 VVT-i Estate,M5,1794,Petrol,10.0,6.2,7.6,0.182,73.0,0.540,0.040,0.020,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Agila Model Year 2001,1.0 12v,M,973,Petrol,7.5,5.6,6.3,0.151,72,0.403,0.064,0.051,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Agila Model Year 2001,1.2 16v,M,1199,Petrol,8,5.7,6.5,0.156,73,0.348,0.055,0.032,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i Hatch/Saloon,M5,1598,Petrol,9.6,5.6,7.1,0.171,72.0,0.7,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i 3 Door Hatch,A4,1598,Petrol,11.2,6.3,8.1,0.195,71.0,0.357,0.044,0.029,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i 5 Door Hatch/Saloon,A4,1598,Petrol,11.3,6.4,8.2,0.197,71.0,0.357,0.044,0.029,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i Estate,M5,1598,Petrol,9.8,5.8,7.3,0.175,72.0,0.7,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i Estate,A4,1598,Petrol,11.4,6.6,8.4,0.201,71.0,0.4,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.4i 16v Hatch,M5,1389,Petrol,9.7,5.8,7.2,0.173,73.0,0.2,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.4i 16v Estate,M5,1389,Petrol,9.9,6.1,7.5,0.180,73.0,0.2,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i 16v 3 Door Hatch,M5,1598,Petrol,9.5,5.5,7.0,0.168,72.0,0.487,0.030,0.026,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i 16v 5 Door Hatch/Saloon,M5,1598,Petrol,9.6,5.6,7.1,0.171,72.0,0.695,0.054,0.019,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i 16v Hatch/Saloon,A4,1598,Petrol,10.6,6.0,7.7,0.185,72.0,0.3,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i 16v Estate,M5,1598,Petrol,9.7,5.8,7.2,0.172,72.0,0.2,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.6i 16v Estate,A4,1598,Petrol,10.7,6.2,7.9,0.190,72.0,0.3,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.8i 16v Hatch/Saloon,M5,1796,Petrol,11.0,6.0,7.8,0.187,73.0,0.6,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.8i 16v Hatch/Saloon,A4,1796,Petrol,12.0,6.6,8.6,0.207,71.0,0.5,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.8i 16v Estate,M5,1796,Petrol,11.1,6.2,8.0,0.192,73.0,0.6,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,1.8i 16v Estate,A4,1796,Petrol,12.1,6.8,8.8,0.211,71.0,0.5,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Model Year 2001,2.2i 16v Hatch,M5,2198,Petrol,12.0,6.3,8.4,0.202,74.0,0.8,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Coupé Model Year 2001,1.8 16v,M5,1796,Petrol,11,6,7.8,0.187,73,0.627,0.035,0.008,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Coupé Model Year 2001,2.0i 16v turbo,M5,1998,Petrol,12.5,6.8,8.9,0.214,74.0,0.6,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Coupé Model Year 2001,2.2i 16v,M5,2198,Petrol,12.0,6.3,8.4,0.202,74.0,0.8,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Astra Coupé Model Year 2001,2.2i 16v,A4,2198,Petrol,11.9,6.7,8.6,0.207,73.0,0.5,0.1,0.1,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Corsa Model Year 2001,1.0 12v,M5,973,Petrol,7.2,4.7,5.6,0.135,71,0.342,0.06,0.048,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Corsa Model Year 2001,1.2i 16v,M5,1199,Petrol,8.2,5.2,6.3,0.151,71.0,0.211,0.052,0.031,-,dumb,Part_A_Euro_IV_jul2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Corsa Model Year 2001,1.4 16v,M5,1389,Petrol,9.8,5.7,7.2,0.173,72,0.371,0.045,0.026,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Corsa Model Year 2001,1.4 16v 3 Door,A4,1389,Petrol,11.2,6,7.9,0.190,72,0.287,0.065,0.057,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Corsa Model Year 2001,1.4 16v 5 Door,A4,1389,Petrol,11.3,6.1,8,0.192,72,0.287,0.065,0.057,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.6i 16v Hatch/Saloon,M5,1598,Petrol,9.8,5.6,7.1,0.171,72.0,0.3,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.6i 16v Hatch/Saloon,A4,1598,Petrol,11.3,6.2,8.1,0.195,71.0,0.4,-,0.1,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.8i 16v Hatch/Saloon (exc. SXi/SRi),M5,1798,Petrol,10.7,5.8,7.6,0.183,72.0,0.8,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.8i 16v Hatch/Saloon SXi/SRi,M5,1798,Petrol,11.0,6.0,7.8,0.187,72.0,0.5,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.8i 16v Hatch/Saloon,A4,1798,Petrol,12.1,6.6,8.6,0.207,72.0,0.7,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.8i 16v Estate (exc. SXi/SRi),M5,1798,Petrol,10.8,6.0,7.8,0.187,72.0,0.8,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.8i 16v Estate SXi/SRi,M5,1798,Petrol,11.1,6.2,8.0,0.192,72.0,0.5,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,1.8i 16v Estate,A4,1798,Petrol,12.2,6.8,8.8,0.211,72.0,0.7,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,2.2i 16v Hatch/Saloon,M5,2198,Petrol,12.0,6.3,8.4,0.202,73.0,0.9,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,2.2i 16v Hatch/Saloon,A4,2198,Petrol,13.1,6.8,9.1,0.219,73.0,0.4,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,2.2i 16v Estate,M5,2198,Petrol,12.1,6.5,8.6,0.207,73.0,0.9,0.1,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Vectra Model Year 2001,2.2i 16v Estate,A4,2198,Petrol,13.2,7.0,9.3,0.224,73.0,0.5,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,VX220 Model Year 2001,VX220,M5,2198,Petrol,12.3,6.4,8.5,0.205,74.0,0.4,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Zafira Model Year 2001,1.6i 16v,M5,1598,Petrol,10.3,6.5,7.9,0.190,73.0,0.2,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Zafira Model Year 2001,1.8i 16v,M5,1796,Petrol,11.4,6.9,8.6,0.207,73.0,0.6,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Zafira Model Year 2001,1.8i 16v,A4,1796,Petrol,12.4,7.2,9.1,0.219,71.0,0.5,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Zafira Model Year 2001,2.2i 16v,M5,2198,Petrol,12.2,7.0,8.9,0.214,74.0,0.8,-,-,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VAUXHALL,Zafira Model Year 2001,2.2i 16v,A4,2198,Petrol,13.1,7.4,9.5,0.228,73.0,0.6,0.1,0.1,-,dumb,Part_A_Euro_IV_may2004.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Lupo,1.0 E (50 bhp),M5,999,Petrol,7.8,4.7,5.8,0.139,72.5,0.209,0.071,0.025,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Lupo,1.4 E and S Models (75 bhp),M5,1390,Petrol,8.7,4.9,6.3,0.151,72.5,0.294,0.067,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Lupo,1.4 Sport (100 bhp),M5,1390,Petrol,9.6,5.2,6.8,0.163,73,0.283,0.061,0.014,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,New Polo Hatch 3 and 5 Door,1.0 E (50 bhp),M5,999,Petrol,8,4.8,6,0.144,72,0.209,0.071,0.025,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,New Polo Hatch 3 and 5 Door,1.4 E S and SE Models (60 bhp),M5,1390,Petrol,8.8,5,6.4,0.154,73,0.251,0.043,0.023,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,New Polo Hatch 3 and 5 Door,1.4 E S and SE Models (60 bhp),A4,1390,Petrol,10.5,6.3,7.8,0.187,73,0.31,0.062,0.019,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,New Polo Hatch 3 and 5 Door,1.4 16V S SE and Colour Concept Models (75 bhp),M5,1390,Petrol,9.1,5,6.5,0.156,72.5,0.355,0.071,0.032,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,New Polo Hatch 3 and 5 Door,1.4 16V S SE and Colour Concept Models (75 bhp),A4,1390,Petrol,10.3,5.9,7.5,0.180,70,0.11,0.072,0.07,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,New Polo Hatch 3 and 5 Door,1.4 16V (100 bhp),M5,1390,Petrol,9.8,5.4,7,0.168,74,0.283,0.061,0.014,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,New Polo Hatch 3 and 5 Door,1.6 GTI (125 bhp),M5,1598,Petrol,10.2,5.5,7.2,0.173,74,0.191,0.059,0.042,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Cabriolet,2.0 Avantgarde and Colour Concept Models (115 bhp),M5,1984,Petrol,11.3,6.3,8.1,0.194,72,0.569,0.064,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Hatchback,1.4 E and S Models (75 bhp),M5,1390,Petrol,9.1,5.5,6.8,0.163,72,0.121,0.074,0.04,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Hatchback,1.6 S and SE Models (105 bhp),M5,1598,Petrol,9.4,5.6,7,0.168,71,0.504,0.083,0.047,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Hatchback,1.6 S and SE Models (102 bhp),A4,1595,Petrol,11.4,6.3,8.1,0.194,67,0.48,0.058,0.044,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Hatchback,1.8 T GTI (150 bhp),M5,1781,Petrol,10.8,6.3,8,0.192,71,0.667,0.054,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Hatchback,GTI 2.0 (115 bhp),M5,1984,Petrol,11.1,6.3,8.1,0.194,73,0.794,0.068,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Hatchback,V5 (170 bhp),M5,2324,Petrol,12.5,6.7,8.8,0.211,72,0.461,0.058,0.048,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Hatchback,V6 4MOTION (204 bhp),QM6,2792,Petrol,15.6,8.3,11,0.264,74,0.473,0.059,0.025,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Estate,1.4 E (75 bhp),M5,1390,Petrol,9.3,5.6,7,0.168,72,0.121,0.074,0.04,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Estate,2.0 S and SE Models (115 bhp),M5,1984,Petrol,11.1,6.3,8.1,0.194,73,0.794,0.068,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Golf Estate,1.6 S and SE Models (105 bhp),M5,1598,Petrol,9.5,5.7,7.1,0.170,71,0.504,0.083,0.047,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Bora,1.6 SE (102 bhp),A4,1595,Petrol,11.5,6.4,8.3,0.199,67,0.48,0.058,0.044,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Bora,1.6 S and SE Models (105 bhp),M5,1598,Petrol,9.4,5.6,7,0.168,71,0.504,0.083,0.047,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Bora,2.0 SE and Sport Models (115 bhp),M5,1984,Petrol,11.1,6.3,8.1,0.194,73,0.794,0.068,0.03,-,dumb,Part_A_Euro_IV_jan2001.csv from http://www.vcacarfueldata.org.uk/downloads/
VOLKSWAGEN,Bora,V5 (170 bhp),M5,2324,Petrol,12.6,6.8,8.9,0.214,72.0,0.461,0.058,0.048,-,dumb,Part_A_Euro_IV_may2002.csv from http://www.vcacarfueldata.org.uk/downloads/
