heatingHomeDwellingType,heatingHomeNoOfBedrooms,heatingHomeFuel,heatingHomeAge,heatingType,heatingKgCO2Year,units,heatingSource,default
Semi-detached House,2,Electricity,Post 1995,Modern storage heaters (slim line),5992,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,Post 1995,old storage heaters (large volume),5992,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,Post 1995,room heaters (convector panel or radiant heaters),5345,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),4737,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,1930 - 1995,Boiler (average - 5-10yrs old),3948,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),3644,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,1930 - 1995,Room Heaters,5544,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,1930 - 1995,Warm Air,4061,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,1930 - 1995,Back boiler,4373,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,1930 - 1995,Boiler (Condensing),3230,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),5890,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Pre 1930,Boiler (average - 5-10yrs old),4909,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Pre 1930,Boiler (new - less than 5 yrs old),4531,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Pre 1930,Room Heaters,6737,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Pre 1930,Warm Air,5049,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Pre 1930,Back boiler,5437,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Pre 1930,Boiler (Condensing),4016,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Post 1995,Boiler (old - 12 - 15yrs old),3382,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Post 1995,Boiler (average - 5-10yrs old),2818,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Post 1995,Boiler (new - less than 5 yrs old),2601,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Post 1995,Room Heaters,4141,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Post 1995,Warm Air,2898,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Post 1995,Back boiler,3121,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Gas,Post 1995,Boiler (Condensing),2306,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),6271,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,1930 - 1995,Boiler (average - 5-10yrs old),5095,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),4796,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,1930 - 1995,Room Heaters,7693,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,1930 - 1995,Boiler (Condensing),4529,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,1930 - 1995,Warm Air,5823,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),7814,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Pre 1930,Boiler (average - 5-10yrs old),6348,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Pre 1930,Boiler (new - less than 5 yrs old),5975,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Pre 1930,Room Heaters,9515,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Pre 1930,Boiler (Condensing),5643,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Pre 1930,Warm Air,7255,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Post 1995,Boiler (old - 12 - 15yrs old),4438,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Post 1995,Boiler (average - 5-10yrs old),3606,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Post 1995,Boiler (new - less than 5 yrs old),3394,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Post 1995,Room Heaters,5526,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Post 1995,Boiler (Condensing),3205,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Oil,Post 1995,Warm Air,4121,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),5880,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,1930 - 1995,Boiler (average - 5-10yrs old),4900,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),4410,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,1930 - 1995,Boiler (Condensing),4009,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),7339,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Pre 1930,Boiler (average - 5-10yrs old),6116,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Pre 1930,Boiler (new - less than 5 yrs old),5504,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Pre 1930,Boiler (Condensing),5004,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Post 1995,Boiler (old - 12 - 15yrs old),4165,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Post 1995,Boiler (average - 5-10yrs old),3471,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Post 1995,Boiler (new - less than 5 yrs old),3123,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,LPG,Post 1995,Boiler (Condensing),2840,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Biomass,1930 - 1995,Boiler (wood chip/pellets),691,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Biomass,1930 - 1995,Stove,2469,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Biomass,Pre 1930,Boiler (wood chip/pellets),873,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Biomass,Pre 1930,Stove,2651,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Biomass,Post 1995,Boiler (wood chip/pellets),480,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Biomass,Post 1995,Stove,2258,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,1930 - 1995,Boiler - manual feed,9963,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,1930 - 1995,Boiler automatic (gravity) feed,9133,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,1930 - 1995,Open fires,15653,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,1930 - 1995,Closed room heaters,9242,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Pre 1930,Boiler - manual feed,12586,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Pre 1930,Boiler automatic (gravity) feed,11537,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Pre 1930,Open fires,20161,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Pre 1930,Closed room heaters,11646,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Post 1995,Boiler - manual feed,6922,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Post 1995,Boiler automatic (gravity) feed,6345,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Post 1995,Open fires,10426,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Coal,Post 1995,Closed room heaters,6454,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,1930 - 1995,Modern storage heaters (slim line),9726,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,1930 - 1995,old storage heaters (large volume),9726,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),8448,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,Pre 1930,Modern storage heaters (slim line),12308,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,Pre 1930,old storage heaters (large volume),12308,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),10533,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,Post 1995,Modern storage heaters (slim line),6743,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,Post 1995,old storage heaters (large volume),6743,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Electricity,Post 1995,room heaters (convector panel or radiant heaters),5997,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),5359,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,1930 - 1995,Boiler (average - 5-10yrs old),4466,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),4122,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,1930 - 1995,Room Heaters,6225,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,1930 - 1995,Warm Air,4593,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,1930 - 1995,Back boiler,4947,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,1930 - 1995,Boiler (Condensing),3654,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),6688,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Pre 1930,Boiler (average - 5-10yrs old),5574,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Pre 1930,Boiler (new - less than 5 yrs old),5145,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Pre 1930,Room Heaters,7601,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Pre 1930,Warm Air,5733,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Pre 1930,Back boiler,6174,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Pre 1930,Boiler (Condensing),4560,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Post 1995,Boiler (old - 12 - 15yrs old),3795,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Post 1995,Boiler (average - 5-10yrs old),3163,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Post 1995,Boiler (new - less than 5 yrs old),2919,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Post 1995,Room Heaters,4608,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Post 1995,Warm Air,3253,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Post 1995,Back boiler,3503,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,3,Gas,Post 1995,Boiler (Condensing),2588,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),7082,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,1930 - 1995,Boiler (average - 5-10yrs old),5754,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),5416,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,1930 - 1995,Room Heaters,8669,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,1930 - 1995,Boiler (Condensing),5115,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,1930 - 1995,Warm Air,6576,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),8854,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Pre 1930,Boiler (average - 5-10yrs old),7194,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Pre 1930,Boiler (new - less than 5 yrs old),6771,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Pre 1930,Room Heaters,10763,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Pre 1930,Boiler (Condensing),6394,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Pre 1930,Warm Air,8221,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Post 1995,Boiler (old - 12 - 15yrs old),4977,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Post 1995,Boiler (average - 5-10yrs old),4044,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Post 1995,Boiler (new - less than 5 yrs old),3806,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Post 1995,Room Heaters,6181,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Post 1995,Boiler (Condensing),3594,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Oil,Post 1995,Warm Air,4621,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),6640,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,1930 - 1995,Boiler (average - 5-10yrs old),5534,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),4980,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,1930 - 1995,Boiler (Condensing),4527,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),8316,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Pre 1930,Boiler (average - 5-10yrs old),6930,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Pre 1930,Boiler (new - less than 5 yrs old),6237,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Pre 1930,Boiler (Condensing),5670,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Post 1995,Boiler (old - 12 - 15yrs old),4669,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Post 1995,Boiler (average - 5-10yrs old),3891,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Post 1995,Boiler (new - less than 5 yrs old),3502,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,LPG,Post 1995,Boiler (Condensing),3184,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Biomass,1930 - 1995,Boiler (wood chip/pellets),782,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Biomass,1930 - 1995,Stove,2669,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Biomass,Pre 1930,Boiler (wood chip/pellets),990,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Biomass,Pre 1930,Stove,2878,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Biomass,Post 1995,Boiler (wood chip/pellets),539,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Biomass,Post 1995,Stove,2427,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,1930 - 1995,Boiler - manual feed,11272,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,1930 - 1995,Boiler automatic (gravity) feed,10333,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,1930 - 1995,Open fires,17813,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,1930 - 1995,Closed room heaters,10449,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Pre 1930,Boiler - manual feed,14285,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Pre 1930,Boiler automatic (gravity) feed,13094,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Pre 1930,Open fires,22991,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Pre 1930,Closed room heaters,13210,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Post 1995,Boiler - manual feed,7779,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Post 1995,Boiler automatic (gravity) feed,7131,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Post 1995,Open fires,11809,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Coal,Post 1995,Closed room heaters,7246,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,1930 - 1995,Modern storage heaters (slim line),11004,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,1930 - 1995,old storage heaters (large volume),11004,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),9537,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,Pre 1930,Modern storage heaters (slim line),13971,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,Pre 1930,old storage heaters (large volume),13971,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),11932,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,Post 1995,Modern storage heaters (slim line),7578,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,Post 1995,old storage heaters (large volume),7578,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Electricity,Post 1995,room heaters (convector panel or radiant heaters),6721,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),6051,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,1930 - 1995,Boiler (average - 5-10yrs old),5043,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),4655,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,1930 - 1995,Room Heaters,6984,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,1930 - 1995,Warm Air,5187,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,1930 - 1995,Back boiler,5586,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,1930 - 1995,Boiler (Condensing),4126,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),7578,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Pre 1930,Boiler (average - 5-10yrs old),6315,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Pre 1930,Boiler (new - less than 5 yrs old),5830,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Pre 1930,Room Heaters,8564,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Pre 1930,Warm Air,6496,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Pre 1930,Back boiler,6996,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Pre 1930,Boiler (Condensing),5167,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Post 1995,Boiler (old - 12 - 15yrs old),4255,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Post 1995,Boiler (average - 5-10yrs old),3546,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Post 1995,Boiler (new - less than 5 yrs old),3273,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Post 1995,Room Heaters,5126,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Post 1995,Warm Air,3647,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Post 1995,Back boiler,3928,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,4,Gas,Post 1995,Boiler (Condensing),2901,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),7968,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,1930 - 1995,Boiler (average - 5-10yrs old),6474,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),6093,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,1930 - 1995,Room Heaters,9752,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,1930 - 1995,Boiler (Condensing),5754,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,1930 - 1995,Warm Air,7399,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),9961,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Pre 1930,Boiler (average - 5-10yrs old),8093,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Pre 1930,Boiler (new - less than 5 yrs old),7617,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Pre 1930,Room Heaters,12108,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Pre 1930,Boiler (Condensing),7194,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Pre 1930,Warm Air,9249,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Post 1995,Boiler (old - 12 - 15yrs old),5599,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Post 1995,Boiler (average - 5-10yrs old),4549,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Post 1995,Boiler (new - less than 5 yrs old),4282,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Post 1995,Room Heaters,6953,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Post 1995,Boiler (Condensing),4044,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Oil,Post 1995,Warm Air,5199,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),7470,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,1930 - 1995,Boiler (average - 5-10yrs old),6225,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),5603,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,1930 - 1995,Boiler (Condensing),5093,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),9356,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Pre 1930,Boiler (average - 5-10yrs old),7796,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Pre 1930,Boiler (new - less than 5 yrs old),7017,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Pre 1930,Boiler (Condensing),6379,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Post 1995,Boiler (old - 12 - 15yrs old),5253,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Post 1995,Boiler (average - 5-10yrs old),4378,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Post 1995,Boiler (new - less than 5 yrs old),3940,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,LPG,Post 1995,Boiler (Condensing),3582,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Biomass,1930 - 1995,Boiler (wood chip/pellets),879,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Biomass,1930 - 1995,Stove,3003,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Biomass,Pre 1930,Boiler (wood chip/pellets),1114,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Biomass,Pre 1930,Stove,3238,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Biomass,Post 1995,Boiler (wood chip/pellets),607,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Biomass,Post 1995,Stove,2730,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Electricity,1930 - 1995,Modern storage heaters (slim line),12379,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Electricity,1930 - 1995,old storage heaters (large volume),12379,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),10729,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Electricity,Pre 1930,Modern storage heaters (slim line),15717,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Electricity,Pre 1930,old storage heaters (large volume),15717,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),13423,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,5,Electricity,Post 1995,Modern storage heaters (slim line),8525,kgCO2/year,defra/BRE/dgen 2007,
